dayN,hourN,gtilt_Wm2,eta_th,pvt_dc_kWh,pvt_ac_kWh,pv_only_dc_kWh,pv_only_ac_kWh,th_kWh,totalFlow_kg_hr,Tin_C,Tout_C,pv_panel_C,pvt_panel_C,pv_factor,pvt_factor,ac_delivery_factor,daytime_temp_sample
86,10,725.27,0.28,2.91,2.40,2.69,2.22,4.01,1440.00,19.71,22.11,43.47,24.44,0.9261,1.0022,0.8256,0
86,11,841.63,0.28,3.36,2.77,3.06,2.52,4.73,1440.00,19.71,22.54,48.05,25.60,0.9078,0.9976,0.8256,1
86,12,748.54,0.30,2.99,2.47,2.74,2.26,4.42,1440.00,19.71,22.35,46.08,25.07,0.9157,0.9997,0.8256,1
86,13,777.86,0.29,3.11,2.57,2.84,2.34,4.57,1440.00,19.71,22.44,47.06,25.37,0.9118,0.9985,0.8256,1
86,14,606.42,0.30,2.43,2.01,2.26,1.87,3.70,1440.00,19.71,21.92,41.91,24.35,0.9324,1.0026,0.8256,1
86,15,537.79,0.30,2.16,1.78,2.02,1.67,3.28,1440.00,19.71,21.67,39.67,24.11,0.9413,1.0036,0.8256,1
86,16,246.19,0.36,1.00,0.82,0.96,0.80,1.78,1440.00,19.71,20.78,30.30,21.83,0.9788,1.0127,0.8256,1
86,17,110.32,0.49,0.45,0.37,0.44,0.36,1.08,1440.00,19.71,20.35,25.77,20.66,0.9969,1.0174,0.8256,1
86,18,23.08,1.00,0.09,0.08,0.09,0.08,0.46,1440.00,19.71,19.99,22.83,20.64,1.0087,1.0174,0.8256,0
86,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.71,,22.09,22.09,1.0116,1.0116,0.8256,0
86,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.71,,22.08,22.08,1.0117,1.0117,0.8256,0
86,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.71,,21.70,21.70,1.0132,1.0132,0.8256,0
86,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.71,,21.52,21.52,1.0139,1.0139,0.8256,0
86,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.71,,21.26,21.26,1.0150,1.0150,0.8256,0
86,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.71,,21.22,21.22,1.0151,1.0151,0.8256,0
87,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,20.99,20.99,1.0160,1.0160,0.8256,0
87,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,20.53,20.53,1.0179,1.0179,0.8256,0
87,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,19.97,19.97,1.0201,1.0201,0.8256,0
87,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,19.88,19.88,1.0205,1.0205,0.8256,0
87,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,19.79,19.79,1.0208,1.0208,0.8256,0
87,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,20.01,20.01,1.0200,1.0200,0.8256,0
87,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,20.04,20.04,1.0198,1.0198,0.8256,0
87,8,80.82,0.30,0.33,0.27,0.33,0.27,0.48,1440.00,19.63,19.92,22.52,20.24,1.0099,1.0190,0.8256,0
87,9,254.69,0.30,1.03,0.85,1.00,0.83,1.52,1440.00,19.63,20.54,28.61,21.39,0.9856,1.0144,0.8256,0
87,10,405.11,0.28,1.64,1.35,1.57,1.29,2.29,1440.00,19.63,21.00,33.38,22.49,0.9665,1.0100,0.8256,0
87,11,554.11,0.29,2.23,1.84,2.10,1.73,3.18,1440.00,19.63,21.53,38.67,23.57,0.9453,1.0057,0.8256,1
87,12,521.59,0.30,2.10,1.73,1.98,1.63,3.09,1440.00,19.63,21.48,38.08,23.40,0.9477,1.0064,0.8256,1
87,13,501.74,0.29,2.02,1.67,1.91,1.58,2.94,1440.00,19.63,21.39,37.30,23.34,0.9508,1.0067,0.8256,1
87,14,560.18,0.29,2.25,1.86,2.11,1.74,3.22,1440.00,19.63,21.56,39.24,23.94,0.9431,1.0042,0.8256,1
87,15,547.09,0.29,2.20,1.81,2.07,1.71,3.17,1440.00,19.63,21.53,38.96,23.90,0.9442,1.0044,0.8256,1
87,16,300.66,0.33,1.22,1.00,1.17,0.97,1.96,1440.00,19.63,20.80,31.37,22.07,0.9745,1.0117,0.8256,1
87,17,165.90,0.38,0.67,0.56,0.66,0.54,1.27,1440.00,19.63,20.39,27.07,21.05,0.9917,1.0158,0.8256,1
87,18,32.57,0.88,0.13,0.11,0.13,0.11,0.57,1440.00,19.63,19.98,22.65,19.93,1.0094,1.0203,0.8256,0
87,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,21.71,21.71,1.0132,1.0132,0.8256,0
87,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,21.91,21.91,1.0124,1.0124,0.8256,0
87,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,21.49,21.49,1.0140,1.0140,0.8256,0
87,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,21.28,21.28,1.0149,1.0149,0.8256,0
87,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,20.79,20.79,1.0168,1.0168,0.8256,0
87,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.63,,20.72,20.72,1.0171,1.0171,0.8256,0
88,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,20.55,20.55,1.0178,1.0178,0.8256,0
88,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,19.83,19.83,1.0207,1.0207,0.8256,0
88,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,19.64,19.64,1.0214,1.0214,0.8256,0
88,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,19.40,19.40,1.0224,1.0224,0.8256,0
88,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,18.80,18.80,1.0248,1.0248,0.8256,0
88,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,18.72,18.72,1.0251,1.0251,0.8256,0
88,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,18.67,18.67,1.0253,1.0253,0.8256,0
88,8,53.09,0.12,0.22,0.18,0.22,0.18,0.13,1440.00,19.55,19.63,20.52,19.90,1.0179,1.0204,0.8256,0
88,9,490.26,0.27,1.98,1.63,1.88,1.55,2.63,1440.00,19.55,21.12,35.09,22.62,0.9596,1.0095,0.8256,0
88,10,709.28,0.27,2.85,2.35,2.64,2.18,3.84,1440.00,19.55,21.85,42.01,23.77,0.9320,1.0049,0.8256,0
88,11,858.72,0.29,3.45,2.84,3.12,2.58,5.00,1440.00,19.55,22.54,47.99,24.24,0.9081,1.0030,0.8256,1
88,12,909.54,0.31,3.65,3.01,3.26,2.69,5.60,1440.00,19.55,22.90,50.74,24.13,0.8970,1.0035,0.8256,1
88,13,965.67,0.30,3.87,3.19,3.44,2.84,5.87,1440.00,19.55,23.06,52.68,24.78,0.8893,1.0009,0.8256,1
88,14,885.28,0.30,3.54,2.92,3.18,2.63,5.32,1440.00,19.55,22.74,50.33,25.05,0.8987,0.9998,0.8256,1
88,15,686.98,0.30,2.75,2.27,2.54,2.09,4.14,1440.00,19.55,22.03,44.15,24.47,0.9234,1.0021,0.8256,1
88,16,396.45,0.34,1.60,1.32,1.52,1.26,2.71,1440.00,19.55,21.18,35.35,22.46,0.9586,1.0102,0.8256,1
88,17,184.54,0.40,0.75,0.62,0.73,0.60,1.49,1440.00,19.55,20.44,27.94,20.88,0.9883,1.0165,0.8256,1
88,18,33.74,0.80,0.14,0.11,0.14,0.11,0.54,1440.00,19.55,19.88,22.34,19.78,1.0106,1.0209,0.8256,0
88,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,21.01,21.01,1.0160,1.0160,0.8256,0
88,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,20.88,20.88,1.0165,1.0165,0.8256,0
88,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,20.59,20.59,1.0176,1.0176,0.8256,0
88,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,20.16,20.16,1.0194,1.0194,0.8256,0
88,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,19.38,19.38,1.0225,1.0225,0.8256,0
88,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.55,,19.30,19.30,1.0228,1.0228,0.8256,0
89,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,19.26,19.26,1.0230,1.0230,0.8256,0
89,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,18.80,18.80,1.0248,1.0248,0.8256,0
89,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,18.59,18.59,1.0256,1.0256,0.8256,0
89,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,18.23,18.23,1.0271,1.0271,0.8256,0
89,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,17.73,17.73,1.0291,1.0291,0.8256,0
89,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,17.71,17.71,1.0292,1.0292,0.8256,0
89,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,17.64,17.64,1.0294,1.0294,0.8256,0
89,8,69.75,0.00,0.28,0.24,0.28,0.24,0.00,,19.47,,19.77,19.77,1.0209,1.0209,0.8256,0
89,9,394.20,0.24,1.59,1.32,1.54,1.27,1.87,1440.00,19.47,20.59,31.11,22.22,0.9756,1.0111,0.8256,0
89,10,552.19,0.24,2.22,1.84,2.11,1.74,2.66,1440.00,19.47,21.07,35.97,23.31,0.9561,1.0067,0.8256,0
89,11,624.73,0.26,2.51,2.07,2.36,1.95,3.20,1440.00,19.47,21.39,38.94,23.75,0.9442,1.0050,0.8256,1
89,12,736.30,0.27,2.95,2.44,2.73,2.25,4.04,1440.00,19.47,21.89,43.46,24.28,0.9262,1.0029,0.8256,1
89,13,742.90,0.28,2.98,2.46,2.75,2.27,4.14,1440.00,19.47,21.95,43.86,24.20,0.9246,1.0032,0.8256,1
89,14,756.68,0.28,3.03,2.50,2.79,2.30,4.23,1440.00,19.47,22.00,44.76,24.65,0.9210,1.0014,0.8256,1
89,15,547.72,0.29,2.21,1.82,2.07,1.71,3.20,1440.00,19.47,21.39,38.51,23.31,0.9460,1.0068,0.8256,1
89,16,410.35,0.30,1.66,1.37,1.58,1.30,2.49,1440.00,19.47,20.96,34.33,22.50,0.9627,1.0100,0.8256,1
89,17,235.19,0.34,0.96,0.79,0.93,0.76,1.61,1440.00,19.47,20.43,28.78,21.15,0.9849,1.0154,0.8256,1
89,18,44.09,0.67,0.18,0.15,0.18,0.15,0.59,1440.00,19.47,19.83,22.57,19.76,1.0097,1.0210,0.8256,0
89,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,21.21,21.21,1.0152,1.0152,0.8256,0
89,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,21.02,21.02,1.0159,1.0159,0.8256,0
89,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,20.75,20.75,1.0170,1.0170,0.8256,0
89,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,20.60,20.60,1.0176,1.0176,0.8256,0
89,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,19.73,19.73,1.0211,1.0211,0.8256,0
89,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.47,,19.49,19.49,1.0220,1.0220,0.8256,0
90,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,19.35,19.35,1.0226,1.0226,0.8256,0
90,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,18.83,18.83,1.0247,1.0247,0.8256,0
90,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,18.59,18.59,1.0256,1.0256,0.8256,0
90,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,18.12,18.12,1.0275,1.0275,0.8256,0
90,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,17.77,17.77,1.0289,1.0289,0.8256,0
90,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,17.30,17.30,1.0308,1.0308,0.8256,0
90,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,17.06,17.06,1.0318,1.0318,0.8256,0
90,8,71.74,0.00,0.29,0.24,0.29,0.24,0.00,,19.39,,18.96,18.96,1.0242,1.0242,0.8256,0
90,9,449.75,0.23,1.82,1.50,1.75,1.44,2.03,1440.00,19.39,20.61,32.12,22.47,0.9715,1.0101,0.8256,0
90,10,647.30,0.24,2.60,2.15,2.45,2.02,3.13,1440.00,19.39,21.26,38.65,23.79,0.9454,1.0048,0.8256,0
90,11,829.62,0.27,3.32,2.74,3.04,2.51,4.49,1440.00,19.39,22.08,46.10,24.76,0.9156,1.0010,0.8256,1
90,12,937.46,0.29,3.75,3.10,3.36,2.77,5.49,1440.00,19.39,22.67,51.03,24.97,0.8959,1.0001,0.8256,1
90,13,937.91,0.31,3.76,3.10,3.35,2.77,5.72,1440.00,19.39,22.81,51.59,24.42,0.8936,1.0023,0.8256,1
90,14,922.51,0.32,3.71,3.06,3.29,2.72,5.90,1440.00,19.39,22.92,51.78,23.74,0.8929,1.0050,0.8256,1
90,15,768.11,0.32,3.09,2.55,2.80,2.31,4.94,1440.00,19.39,22.34,47.03,23.58,0.9119,1.0057,0.8256,1
90,16,533.18,0.33,2.15,1.78,2.01,1.66,3.54,1440.00,19.39,21.51,39.52,22.70,0.9419,1.0092,0.8256,1
90,17,287.54,0.37,1.17,0.96,1.12,0.92,2.14,1440.00,19.39,20.67,31.51,21.35,0.9740,1.0146,0.8256,1
90,18,56.65,0.82,0.23,0.19,0.23,0.19,0.93,1440.00,19.39,19.95,24.24,19.81,1.0030,1.0208,0.8256,0
90,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,22.46,22.46,1.0102,1.0102,0.8256,0
90,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,22.52,22.52,1.0099,1.0099,0.8256,0
90,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,20.88,20.88,1.0165,1.0165,0.8256,0
90,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,20.58,20.58,1.0177,1.0177,0.8256,0
90,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,19.74,19.74,1.0210,1.0210,0.8256,0
90,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.39,,19.71,19.71,1.0212,1.0212,0.8256,0
91,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,19.66,19.66,1.0214,1.0214,0.8256,0
91,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,19.04,19.04,1.0238,1.0238,0.8256,0
91,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,19.11,19.11,1.0236,1.0236,0.8256,0
91,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,19.04,19.04,1.0238,1.0238,0.8256,0
91,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,18.97,18.97,1.0241,1.0241,0.8256,0
91,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,18.90,18.90,1.0244,1.0244,0.8256,0
91,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,18.83,18.83,1.0247,1.0247,0.8256,0
91,8,50.92,0.13,0.21,0.17,0.21,0.17,0.13,1440.00,19.31,19.39,20.35,19.71,1.0186,1.0212,0.8256,0
91,9,548.57,0.23,2.20,1.82,2.10,1.73,2.53,1440.00,19.31,20.83,35.83,23.82,0.9567,1.0047,0.8256,0
91,10,755.35,0.23,3.01,2.49,2.81,2.32,3.45,1440.00,19.31,21.38,42.21,25.83,0.9311,0.9967,0.8256,0
91,11,568.31,0.22,2.28,1.88,2.17,1.79,2.49,1440.00,19.31,20.80,36.30,24.46,0.9548,1.0022,0.8256,1
91,12,813.82,0.22,3.23,2.67,3.01,2.48,3.55,1440.00,19.31,21.44,43.90,27.02,0.9244,0.9919,0.8256,1
91,13,742.15,0.21,2.95,2.43,2.77,2.29,3.15,1440.00,19.31,21.19,41.59,26.65,0.9336,0.9934,0.8256,1
91,14,357.60,0.19,1.44,1.19,1.40,1.16,1.37,1440.00,19.31,20.13,29.50,23.00,0.9820,1.0080,0.8256,1
91,15,279.68,0.18,1.13,0.93,1.11,0.92,0.99,1440.00,19.31,19.90,27.00,22.32,0.9920,1.0107,0.8256,1
91,16,299.83,0.17,1.21,1.00,1.19,0.98,1.03,1440.00,19.31,19.93,27.56,22.66,0.9898,1.0094,0.8256,1
91,17,56.20,0.00,0.23,0.19,0.23,0.19,0.00,,19.31,,19.88,19.88,1.0205,1.0205,0.8256,1
91,18,5.02,0.00,0.02,0.02,0.02,0.02,0.00,,19.31,,18.21,18.21,1.0272,1.0272,0.8256,0
91,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,17.51,17.51,1.0300,1.0300,0.8256,0
91,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,17.25,17.25,1.0310,1.0310,0.8256,0
91,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,18.18,18.18,1.0273,1.0273,0.8256,0
91,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,18.09,18.09,1.0276,1.0276,0.8256,0
91,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,17.54,17.54,1.0298,1.0298,0.8256,0
91,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.31,,17.03,17.03,1.0319,1.0319,0.8256,0
92,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.61,16.61,1.0336,1.0336,0.8256,0
92,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.42,16.42,1.0343,1.0343,0.8256,0
92,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.19,16.19,1.0352,1.0352,0.8256,0
92,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.20,16.20,1.0352,1.0352,0.8256,0
92,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.19,16.19,1.0352,1.0352,0.8256,0
92,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.22,16.22,1.0351,1.0351,0.8256,0
92,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,16.38,16.38,1.0345,1.0345,0.8256,0
92,8,63.17,0.00,0.26,0.21,0.26,0.21,0.00,,19.23,,18.58,18.58,1.0257,1.0257,0.8256,0
92,9,403.18,0.19,1.63,1.35,1.58,1.31,1.53,1440.00,19.23,20.15,29.71,22.42,0.9812,1.0103,0.8256,0
92,10,429.83,0.21,1.73,1.43,1.68,1.38,1.76,1440.00,19.23,20.29,31.30,22.93,0.9748,1.0083,0.8256,0
92,11,459.59,0.22,1.85,1.53,1.78,1.47,2.00,1440.00,19.23,20.43,32.83,23.34,0.9687,1.0067,0.8256,1
92,12,451.62,0.23,1.82,1.50,1.75,1.44,2.07,1440.00,19.23,20.47,33.12,23.29,0.9675,1.0068,0.8256,1
92,13,623.29,0.24,2.50,2.06,2.35,1.94,3.05,1440.00,19.23,21.05,39.10,24.63,0.9436,1.0015,0.8256,1
92,14,556.82,0.25,2.24,1.85,2.12,1.75,2.81,1440.00,19.23,20.91,37.18,23.85,0.9513,1.0046,0.8256,1
92,15,387.34,0.26,1.57,1.29,1.51,1.24,2.01,1440.00,19.23,20.43,31.88,22.34,0.9725,1.0107,0.8256,1
92,16,251.16,0.25,1.02,0.84,1.00,0.82,1.28,1440.00,19.23,20.00,27.25,21.17,0.9910,1.0153,0.8256,1
92,17,146.84,0.28,0.60,0.49,0.59,0.49,0.82,1440.00,19.23,19.72,24.21,20.32,1.0032,1.0187,0.8256,1
92,18,30.51,0.42,0.12,0.10,0.12,0.10,0.25,1440.00,19.23,19.38,20.66,19.46,1.0173,1.0222,0.8256,0
92,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,19.59,19.59,1.0216,1.0216,0.8256,0
92,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,19.48,19.48,1.0221,1.0221,0.8256,0
92,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,18.67,18.67,1.0253,1.0253,0.8256,0
92,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,18.37,18.37,1.0265,1.0265,0.8256,0
92,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,18.12,18.12,1.0275,1.0275,0.8256,0
92,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.23,,18.18,18.18,1.0273,1.0273,0.8256,0
93,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,17.66,17.66,1.0294,1.0294,0.8256,0
93,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,18.12,18.12,1.0275,1.0275,0.8256,0
93,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,18.36,18.36,1.0266,1.0266,0.8256,0
93,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,18.45,18.45,1.0262,1.0262,0.8256,0
93,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,18.50,18.50,1.0260,1.0260,0.8256,0
93,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,18.57,18.57,1.0257,1.0257,0.8256,0
93,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,18.27,18.27,1.0269,1.0269,0.8256,0
93,8,55.93,0.12,0.23,0.19,0.23,0.19,0.14,1440.00,19.15,19.23,20.09,19.45,1.0196,1.0222,0.8256,0
93,9,236.34,0.22,0.96,0.80,0.94,0.78,1.03,1440.00,19.15,19.77,25.24,20.34,0.9991,1.0186,0.8256,0
93,10,291.64,0.23,1.19,0.98,1.16,0.96,1.34,1440.00,19.15,19.95,27.09,20.73,0.9916,1.0171,0.8256,0
93,11,344.01,0.24,1.40,1.15,1.35,1.12,1.68,1440.00,19.15,20.16,28.89,20.92,0.9844,1.0163,0.8256,1
93,12,493.62,0.27,2.00,1.65,1.90,1.57,2.63,1440.00,19.15,20.72,34.33,21.85,0.9627,1.0126,0.8256,1
93,13,507.18,0.27,2.05,1.69,1.95,1.61,2.71,1440.00,19.15,20.77,35.23,22.38,0.9591,1.0105,0.8256,1
93,14,531.39,0.27,2.14,1.77,2.03,1.67,2.82,1440.00,19.15,20.84,36.46,23.05,0.9542,1.0078,0.8256,1
93,15,541.34,0.25,2.18,1.80,2.07,1.71,2.75,1440.00,19.15,20.80,36.56,23.49,0.9538,1.0060,0.8256,1
93,16,325.97,0.27,1.32,1.09,1.28,1.05,1.74,1440.00,19.15,20.19,30.35,22.08,0.9786,1.0117,0.8256,1
93,17,179.79,0.32,0.73,0.60,0.72,0.59,1.14,1440.00,19.15,19.83,26.16,20.77,0.9954,1.0169,0.8256,1
93,18,39.78,0.66,0.16,0.13,0.16,0.13,0.52,1440.00,19.15,19.47,22.00,19.52,1.0120,1.0219,0.8256,0
93,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,20.58,20.58,1.0177,1.0177,0.8256,0
93,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,20.54,20.54,1.0178,1.0178,0.8256,0
93,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,20.78,20.78,1.0169,1.0169,0.8256,0
93,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,20.44,20.44,1.0182,1.0182,0.8256,0
93,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,20.09,20.09,1.0196,1.0196,0.8256,0
93,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,19.15,,19.77,19.77,1.0209,1.0209,0.8256,0
