dayN,hourN,gtilt_Wm2,eta_th,pvt_dc_kWh,pvt_ac_kWh,pv_only_dc_kWh,pv_only_ac_kWh,th_kWh,totalFlow_kg_hr,Tin_C,Tout_C,pv_panel_C,pvt_panel_C,pv_factor,pvt_factor,ac_delivery_factor,daytime_temp_sample
141,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.31,,15.22,15.22,1.0391,1.0391,0.8256,0
141,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.31,,14.60,14.60,1.0416,1.0416,0.8256,0
141,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.31,,14.45,14.45,1.0422,1.0422,0.8256,0
141,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.31,,14.19,14.19,1.0432,1.0432,0.8256,0
141,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.31,,13.69,13.69,1.0452,1.0452,0.8256,0
142,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.67,13.67,1.0453,1.0453,0.8256,0
142,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.68,13.68,1.0453,1.0453,0.8256,0
142,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.50,13.50,1.0460,1.0460,0.8256,0
142,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.59,13.59,1.0456,1.0456,0.8256,0
142,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.83,13.83,1.0447,1.0447,0.8256,0
142,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.46,13.46,1.0462,1.0462,0.8256,0
142,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.75,13.75,1.0450,1.0450,0.8256,0
142,8,32.79,0.00,0.14,0.11,0.14,0.11,0.00,,15.25,,14.81,14.81,1.0407,1.0407,0.8256,0
142,9,71.97,0.04,0.30,0.25,0.30,0.25,0.06,1440.00,15.25,15.28,16.22,15.92,1.0351,1.0363,0.8256,0
142,10,436.40,0.19,1.78,1.47,1.73,1.43,1.67,1440.00,15.25,16.24,27.50,19.56,0.9900,1.0218,0.8256,0
142,11,528.82,0.20,2.15,1.78,2.07,1.71,2.06,1440.00,15.25,16.48,30.62,20.81,0.9775,1.0168,0.8256,1
142,12,576.77,0.21,2.34,1.93,2.23,1.84,2.44,1440.00,15.25,16.70,33.08,21.50,0.9677,1.0140,0.8256,1
142,13,505.01,0.22,2.05,1.70,1.97,1.62,2.25,1440.00,15.25,16.59,31.42,20.72,0.9743,1.0171,0.8256,1
142,14,519.64,0.23,2.11,1.75,2.02,1.67,2.36,1440.00,15.25,16.66,31.98,20.77,0.9721,1.0169,0.8256,1
142,15,352.11,0.24,1.44,1.19,1.40,1.15,1.68,1440.00,15.25,16.25,26.96,19.01,0.9921,1.0240,0.8256,1
142,16,138.76,0.27,0.57,0.47,0.57,0.47,0.74,1440.00,15.25,15.69,20.22,16.71,1.0191,1.0331,0.8256,1
142,17,63.50,0.27,0.26,0.22,0.26,0.22,0.34,1440.00,15.25,15.45,17.53,15.91,1.0299,1.0364,0.8256,1
142,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,14.68,14.68,1.0413,1.0413,0.8256,0
142,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,14.49,14.49,1.0420,1.0420,0.8256,0
142,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,14.64,14.64,1.0414,1.0414,0.8256,0
142,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,14.16,14.16,1.0434,1.0434,0.8256,0
142,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.88,13.88,1.0445,1.0445,0.8256,0
142,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.46,13.46,1.0462,1.0462,0.8256,0
142,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.25,,13.00,13.00,1.0480,1.0480,0.8256,0
143,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,12.99,12.99,1.0480,1.0480,0.8256,0
143,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,13.22,13.22,1.0471,1.0471,0.8256,0
143,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,13.12,13.12,1.0475,1.0475,0.8256,0
143,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,13.24,13.24,1.0470,1.0470,0.8256,0
143,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,13.23,13.23,1.0471,1.0471,0.8256,0
143,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,13.35,13.35,1.0466,1.0466,0.8256,0
143,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,13.55,13.55,1.0458,1.0458,0.8256,0
143,8,22.48,0.00,0.09,0.08,0.09,0.08,0.00,,15.18,,14.48,14.48,1.0421,1.0421,0.8256,0
143,9,67.76,0.18,0.28,0.23,0.28,0.23,0.25,1440.00,15.18,15.33,16.88,15.70,1.0325,1.0372,0.8256,0
143,10,367.87,0.23,1.51,1.25,1.46,1.21,1.71,1440.00,15.18,16.20,26.14,18.03,0.9955,1.0279,0.8256,0
143,11,391.17,0.23,1.61,1.33,1.55,1.28,1.82,1440.00,15.18,16.26,26.89,18.27,0.9924,1.0269,0.8256,1
143,12,561.22,0.25,2.29,1.89,2.17,1.79,2.84,1440.00,15.18,16.87,33.12,19.65,0.9675,1.0214,0.8256,1
143,13,362.40,0.28,1.49,1.23,1.43,1.18,2.00,1440.00,15.18,16.37,27.58,18.08,0.9897,1.0277,0.8256,1
143,14,491.42,0.27,2.01,1.66,1.91,1.58,2.70,1440.00,15.18,16.79,31.83,19.01,0.9727,1.0239,0.8256,1
143,15,343.08,0.30,1.41,1.17,1.36,1.12,2.05,1440.00,15.18,16.41,27.52,17.76,0.9899,1.0290,0.8256,1
143,16,245.02,0.32,1.01,0.83,0.98,0.81,1.58,1440.00,15.18,16.12,24.54,17.02,1.0019,1.0319,0.8256,1
143,17,64.88,0.56,0.27,0.22,0.27,0.22,0.72,1440.00,15.18,15.61,19.10,15.66,1.0236,1.0374,0.8256,1
143,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,16.39,16.39,1.0344,1.0344,0.8256,0
143,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,16.13,16.13,1.0355,1.0355,0.8256,0
143,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,16.24,16.24,1.0350,1.0350,0.8256,0
143,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,15.59,15.59,1.0376,1.0376,0.8256,0
143,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,15.81,15.81,1.0368,1.0368,0.8256,0
143,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,15.67,15.67,1.0373,1.0373,0.8256,0
143,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.18,,15.21,15.21,1.0392,1.0392,0.8256,0
144,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.95,14.95,1.0402,1.0402,0.8256,0
144,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.91,14.91,1.0404,1.0404,0.8256,0
144,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.62,14.62,1.0415,1.0415,0.8256,0
144,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.59,14.59,1.0416,1.0416,0.8256,0
144,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.31,14.31,1.0428,1.0428,0.8256,0
144,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.13,14.13,1.0435,1.0435,0.8256,0
144,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,14.06,14.06,1.0438,1.0438,0.8256,0
144,8,44.67,0.02,0.19,0.15,0.19,0.15,0.02,1440.00,15.11,15.12,15.47,15.39,1.0381,1.0384,0.8256,0
144,9,96.96,0.21,0.40,0.33,0.40,0.33,0.41,1440.00,15.11,15.36,17.66,15.71,1.0294,1.0372,0.8256,0
144,10,413.67,0.25,1.70,1.41,1.64,1.35,2.10,1440.00,15.11,16.36,27.68,17.72,0.9893,1.0291,0.8256,0
144,11,677.47,0.26,2.77,2.29,2.59,2.14,3.51,1440.00,15.11,17.21,36.23,19.56,0.9551,1.0217,0.8256,1
144,12,758.95,0.29,3.10,2.56,2.85,2.35,4.33,1440.00,15.11,17.70,40.21,19.66,0.9392,1.0214,0.8256,1
144,13,756.22,0.31,3.10,2.56,2.83,2.34,4.68,1440.00,15.11,17.91,41.14,18.91,0.9354,1.0243,0.8256,1
144,14,637.66,0.32,2.62,2.16,2.42,2.00,4.11,1440.00,15.11,17.56,37.90,18.39,0.9484,1.0265,0.8256,1
144,15,457.33,0.34,1.88,1.55,1.77,1.46,3.11,1440.00,15.11,16.97,32.55,17.78,0.9698,1.0289,0.8256,1
144,16,204.61,0.43,0.85,0.70,0.82,0.68,1.78,1440.00,15.11,16.17,24.87,16.43,1.0005,1.0343,0.8256,1
144,17,75.29,0.73,0.31,0.26,0.31,0.25,1.11,1440.00,15.11,15.77,20.87,15.62,1.0165,1.0375,0.8256,1
144,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,18.12,18.12,1.0275,1.0275,0.8256,0
144,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,17.93,17.93,1.0283,1.0283,0.8256,0
144,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,17.72,17.72,1.0291,1.0291,0.8256,0
144,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,17.19,17.19,1.0312,1.0312,0.8256,0
144,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,16.78,16.78,1.0329,1.0329,0.8256,0
144,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,16.63,16.63,1.0335,1.0335,0.8256,0
144,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.11,,16.11,16.11,1.0356,1.0356,0.8256,0
145,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,15.98,15.98,1.0361,1.0361,0.8256,0
145,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,15.83,15.83,1.0367,1.0367,0.8256,0
145,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,16.00,16.00,1.0360,1.0360,0.8256,0
145,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,15.95,15.95,1.0362,1.0362,0.8256,0
145,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,16.03,16.03,1.0359,1.0359,0.8256,0
145,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,15.67,15.67,1.0373,1.0373,0.8256,0
145,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,15.77,15.77,1.0369,1.0369,0.8256,0
145,8,24.70,0.58,0.10,0.08,0.10,0.08,0.29,1440.00,15.04,15.21,16.56,15.20,1.0338,1.0392,0.8256,0
145,9,63.03,0.38,0.26,0.22,0.26,0.21,0.47,1440.00,15.04,15.33,17.71,15.46,1.0292,1.0382,0.8256,0
145,10,192.41,0.30,0.80,0.66,0.78,0.64,1.15,1440.00,15.04,15.73,21.82,16.38,1.0127,1.0345,0.8256,0
145,11,178.38,0.30,0.74,0.61,0.72,0.60,1.08,1440.00,15.04,15.69,21.38,16.25,1.0145,1.0350,0.8256,1
145,12,309.46,0.29,1.28,1.05,1.23,1.02,1.80,1440.00,15.04,16.12,25.75,17.18,0.9970,1.0313,0.8256,1
145,13,181.21,0.35,0.75,0.62,0.73,0.60,1.27,1440.00,15.04,15.80,22.27,16.26,1.0109,1.0349,0.8256,1
145,14,177.56,0.36,0.74,0.61,0.72,0.59,1.28,1440.00,15.04,15.81,22.33,16.23,1.0107,1.0351,0.8256,1
145,15,184.82,0.38,0.77,0.63,0.75,0.62,1.39,1440.00,15.04,15.87,22.84,16.25,1.0087,1.0350,0.8256,1
145,16,199.66,0.38,0.83,0.68,0.80,0.66,1.52,1440.00,15.04,15.95,23.45,16.23,1.0062,1.0351,0.8256,1
145,17,58.30,0.70,0.24,0.20,0.24,0.20,0.81,1440.00,15.04,15.53,19.23,15.37,1.0231,1.0385,0.8256,1
145,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,16.95,16.95,1.0322,1.0322,0.8256,0
145,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,17.19,17.19,1.0312,1.0312,0.8256,0
145,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,17.23,17.23,1.0311,1.0311,0.8256,0
145,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,16.74,16.74,1.0330,1.0330,0.8256,0
145,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,16.33,16.33,1.0347,1.0347,0.8256,0
145,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,16.11,16.11,1.0356,1.0356,0.8256,0
145,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,15.04,,15.73,15.73,1.0371,1.0371,0.8256,0
146,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.64,15.64,1.0374,1.0374,0.8256,0
146,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.48,15.48,1.0381,1.0381,0.8256,0
146,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.50,15.50,1.0380,1.0380,0.8256,0
146,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.31,15.31,1.0388,1.0388,0.8256,0
146,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.16,15.16,1.0394,1.0394,0.8256,0
146,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.14,15.14,1.0394,1.0394,0.8256,0
146,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,15.38,15.38,1.0385,1.0385,0.8256,0
146,8,8.52,0.24,0.04,0.03,0.04,0.03,0.04,1440.00,14.98,15.00,15.23,15.04,1.0391,1.0399,0.8256,0
146,9,22.29,0.55,0.09,0.08,0.09,0.08,0.25,1440.00,14.98,15.13,16.29,15.11,1.0349,1.0396,0.8256,0
146,10,35.11,0.46,0.15,0.12,0.15,0.12,0.32,1440.00,14.98,15.17,16.73,15.19,1.0331,1.0392,0.8256,0
146,11,65.92,0.36,0.27,0.23,0.27,0.22,0.47,1440.00,14.98,15.26,17.62,15.38,1.0295,1.0385,0.8256,1
146,12,53.09,0.39,0.22,0.18,0.22,0.18,0.41,1440.00,14.98,15.22,17.32,15.37,1.0307,1.0385,0.8256,1
146,13,62.56,0.41,0.26,0.21,0.26,0.21,0.51,1440.00,14.98,15.28,17.91,15.50,1.0283,1.0380,0.8256,1
146,14,77.88,0.38,0.32,0.27,0.32,0.26,0.59,1440.00,14.98,15.33,18.50,15.68,1.0260,1.0373,0.8256,1
146,15,60.15,0.40,0.25,0.21,0.25,0.20,0.48,1440.00,14.98,15.27,17.93,15.63,1.0283,1.0375,0.8256,1
146,16,16.94,0.66,0.07,0.06,0.07,0.06,0.22,1440.00,14.98,15.11,16.26,15.19,1.0350,1.0392,0.8256,0
146,17,14.39,0.87,0.06,0.05,0.06,0.05,0.25,1440.00,14.98,15.13,16.35,15.16,1.0346,1.0394,0.8256,0
146,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,16.26,16.26,1.0350,1.0350,0.8256,0
146,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,17.02,17.02,1.0319,1.0319,0.8256,0
146,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,17.12,17.12,1.0315,1.0315,0.8256,0
146,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,16.39,16.39,1.0344,1.0344,0.8256,0
146,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,16.59,16.59,1.0336,1.0336,0.8256,0
146,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,17.14,17.14,1.0314,1.0314,0.8256,0
146,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.98,,17.20,17.20,1.0312,1.0312,0.8256,0
147,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,17.12,17.12,1.0315,1.0315,0.8256,0
147,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,17.12,17.12,1.0315,1.0315,0.8256,0
147,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.94,16.94,1.0322,1.0322,0.8256,0
147,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.87,16.87,1.0325,1.0325,0.8256,0
147,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.84,16.84,1.0326,1.0326,0.8256,0
147,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.51,16.51,1.0340,1.0340,0.8256,0
147,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.57,16.57,1.0337,1.0337,0.8256,0
147,8,24.23,0.96,0.10,0.08,0.10,0.08,0.47,1440.00,14.91,15.19,17.36,15.15,1.0306,1.0394,0.8256,0
147,9,69.32,0.58,0.29,0.24,0.28,0.23,0.81,1440.00,14.91,15.39,19.36,15.53,1.0226,1.0379,0.8256,0
147,10,337.28,0.31,1.39,1.15,1.33,1.10,2.09,1440.00,14.91,16.16,27.75,17.83,0.9890,1.0287,0.8256,0
147,11,411.74,0.30,1.69,1.40,1.61,1.33,2.46,1440.00,14.91,16.39,30.10,18.39,0.9796,1.0264,0.8256,1
147,12,456.66,0.30,1.87,1.55,1.78,1.47,2.72,1440.00,14.91,16.54,31.75,18.84,0.9730,1.0246,0.8256,1
147,13,463.45,0.30,1.90,1.57,1.80,1.49,2.82,1440.00,14.91,16.60,32.31,18.90,0.9707,1.0244,0.8256,1
147,14,397.33,0.32,1.63,1.35,1.56,1.28,2.54,1440.00,14.91,16.43,30.25,18.20,0.9790,1.0272,0.8256,1
147,15,264.78,0.36,1.09,0.90,1.05,0.87,1.93,1440.00,14.91,16.06,26.17,17.02,0.9953,1.0319,0.8256,1
147,16,198.77,0.40,0.82,0.68,0.80,0.66,1.60,1440.00,14.91,15.87,24.08,16.46,1.0037,1.0341,0.8256,1
147,17,36.51,1.00,0.15,0.13,0.15,0.12,0.73,1440.00,14.91,15.35,18.93,15.46,1.0243,1.0381,0.8256,0
147,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,17.37,17.37,1.0305,1.0305,0.8256,0
147,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,17.02,17.02,1.0319,1.0319,0.8256,0
147,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.96,16.96,1.0322,1.0322,0.8256,0
147,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.63,16.63,1.0335,1.0335,0.8256,0
147,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.56,16.56,1.0338,1.0338,0.8256,0
147,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.46,16.46,1.0342,1.0342,0.8256,0
147,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.91,,16.16,16.16,1.0354,1.0354,0.8256,0
148,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,16.08,16.08,1.0357,1.0357,0.8256,0
148,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,16.07,16.07,1.0357,1.0357,0.8256,0
148,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,15.77,15.77,1.0369,1.0369,0.8256,0
148,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,15.60,15.60,1.0376,1.0376,0.8256,0
148,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,15.56,15.56,1.0378,1.0378,0.8256,0
148,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,15.32,15.32,1.0387,1.0387,0.8256,0
148,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,15.18,15.18,1.0393,1.0393,0.8256,0
148,8,33.17,0.36,0.14,0.11,0.14,0.11,0.24,1440.00,14.85,14.99,16.18,15.04,1.0353,1.0399,0.8256,0
148,9,109.78,0.37,0.46,0.38,0.45,0.37,0.81,1440.00,14.85,15.33,19.39,15.54,1.0224,1.0378,0.8256,0
148,10,317.73,0.30,1.31,1.08,1.27,1.05,1.88,1440.00,14.85,15.97,25.80,16.87,0.9968,1.0325,0.8256,0
148,11,383.26,0.29,1.58,1.30,1.52,1.25,2.22,1440.00,14.85,16.18,27.88,17.33,0.9885,1.0307,0.8256,1
148,12,420.69,0.32,1.73,1.43,1.65,1.36,2.70,1440.00,14.85,16.46,30.32,17.48,0.9787,1.0301,0.8256,1
148,13,497.30,0.34,2.05,1.69,1.92,1.59,3.39,1440.00,14.85,16.87,33.64,17.54,0.9654,1.0298,0.8256,1
148,14,425.08,0.36,1.75,1.45,1.66,1.37,3.06,1440.00,14.85,16.68,31.51,16.96,0.9739,1.0321,0.8256,1
148,15,339.35,0.39,1.40,1.16,1.33,1.10,2.63,1440.00,14.85,16.42,29.24,16.76,0.9830,1.0330,0.8256,1
148,16,176.46,0.50,0.73,0.60,0.71,0.58,1.78,1440.00,14.85,15.91,24.44,15.99,1.0022,1.0360,0.8256,1
148,17,47.19,1.00,0.20,0.16,0.19,0.16,0.94,1440.00,14.85,15.41,20.62,16.14,1.0175,1.0354,0.8256,0
148,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,18.35,18.35,1.0266,1.0266,0.8256,0
148,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,18.08,18.08,1.0277,1.0277,0.8256,0
148,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,18.12,18.12,1.0275,1.0275,0.8256,0
148,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,17.60,17.60,1.0296,1.0296,0.8256,0
148,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,17.36,17.36,1.0306,1.0306,0.8256,0
148,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,16.87,16.87,1.0325,1.0325,0.8256,0
148,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.85,,16.79,16.79,1.0328,1.0328,0.8256,0
149,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.68,16.68,1.0333,1.0333,0.8256,0
149,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.54,16.54,1.0338,1.0338,0.8256,0
149,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.48,16.48,1.0341,1.0341,0.8256,0
149,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.50,16.50,1.0340,1.0340,0.8256,0
149,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.45,16.45,1.0342,1.0342,0.8256,0
149,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.35,16.35,1.0346,1.0346,0.8256,0
149,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.21,16.21,1.0352,1.0352,0.8256,0
149,8,26.50,0.87,0.11,0.09,0.11,0.09,0.46,1440.00,14.79,15.06,17.25,15.06,1.0310,1.0397,0.8256,0
149,9,79.55,0.51,0.33,0.27,0.33,0.27,0.82,1440.00,14.79,15.27,19.43,15.56,1.0223,1.0378,0.8256,0
149,10,211.86,0.34,0.88,0.72,0.85,0.70,1.42,1440.00,14.79,15.64,23.51,16.74,1.0060,1.0330,0.8256,0
149,11,231.78,0.32,0.96,0.79,0.93,0.77,1.51,1440.00,14.79,15.69,24.04,16.89,1.0038,1.0324,0.8256,1
149,12,223.40,0.34,0.92,0.76,0.90,0.74,1.54,1440.00,14.79,15.71,24.07,16.77,1.0037,1.0329,0.8256,1
149,13,197.22,0.37,0.82,0.67,0.79,0.66,1.47,1440.00,14.79,15.66,23.43,16.47,1.0063,1.0341,0.8256,1
149,14,240.49,0.34,0.99,0.82,0.96,0.80,1.63,1440.00,14.79,15.76,24.53,16.77,1.0019,1.0329,0.8256,1
149,15,200.90,0.35,0.83,0.69,0.81,0.67,1.41,1440.00,14.79,15.63,23.17,16.45,1.0073,1.0342,0.8256,1
149,16,163.22,0.38,0.68,0.56,0.66,0.55,1.24,1440.00,14.79,15.52,21.96,16.09,1.0122,1.0356,0.8256,1
149,17,15.24,1.00,0.06,0.05,0.06,0.05,0.30,1440.00,14.79,14.97,17.43,15.98,1.0303,1.0361,0.8256,0
149,18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.86,16.86,1.0326,1.0326,0.8256,0
149,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.74,16.74,1.0330,1.0330,0.8256,0
149,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,16.71,16.71,1.0332,1.0332,0.8256,0
149,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,15.68,15.68,1.0373,1.0373,0.8256,0
149,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,15.44,15.44,1.0382,1.0382,0.8256,0
149,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,15.11,15.11,1.0396,1.0396,0.8256,0
149,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.79,,14.61,14.61,1.0416,1.0416,0.8256,0
150,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,14.45,14.45,1.0422,1.0422,0.8256,0
150,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,14.37,14.37,1.0425,1.0425,0.8256,0
150,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,14.23,14.23,1.0431,1.0431,0.8256,0
150,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,14.12,14.12,1.0435,1.0435,0.8256,0
150,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,13.97,13.97,1.0441,1.0441,0.8256,0
150,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,13.75,13.75,1.0450,1.0450,0.8256,0
150,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,14.72,,13.71,13.71,1.0452,1.0452,0.8256,0
150,8,30.71,0.00,0.13,0.11,0.13,0.11,0.00,,14.72,,14.58,14.58,1.0417,1.0417,0.8256,0
150,9,55.13,0.16,0.23,0.19,0.23,0.19,0.18,1440.00,14.72,14.83,16.14,15.29,1.0354,1.0388,0.8256,0
150,10,606.83,0.22,2.47,2.04,2.34,1.94,2.73,1440.00,14.72,16.35,33.50,20.56,0.9660,1.0178,0.8256,0
150,11,510.70,0.24,2.09,1.72,2.00,1.65,2.41,1440.00,14.72,16.16,30.84,19.39,0.9766,1.0224,0.8256,1
150,12,467.13,0.26,1.91,1.58,1.83,1.51,2.42,1440.00,14.72,16.17,30.48,18.97,0.9781,1.0241,0.8256,1
150,13,407.12,0.29,1.67,1.38,1.60,1.32,2.37,1440.00,14.72,16.14,29.48,18.23,0.9821,1.0271,0.8256,1
